uniform_negative,uniform_positive,normal
-3.7761875650880428,6.6666274938023875,3.2537140168348033
-4.856584069862782,3.4378497916148305,2.4369236945286907
-3.444649156687986,3.8442389023186214,5.644001685760904
-4.716353366737335,7.082679525804934,2.388518122988572
-4.17961866269533,3.5769407133250706,6.439703847355506
-4.883135875783905,5.535741017658438,4.816444950006354
-4.833016647040667,8.99856815727753,7.428471018759653
-2.0469085814675,12.667136530088035,3.3662605867576856
-3.619825402082716,10.358017493581812,7.95853850355693
-1.8475403683209826,7.665333022760371,8.00072784467
-2.3171733350635337,12.441403776270857,3.1831798405319516
-4.784738862158608,12.636773351866715,7.487569394645463
-1.3107986772271611,3.64342042682205,6.3664669479734375
-4.453715143242265,5.072718738088674,4.89989022122252
-4.33539213534748,8.784650885711486,6.149561755934382
-2.54776410152645,5.179592119751015,5.439924829629236
-3.507445834053965,4.205207398920366,6.946530075508406
-1.2541452026654278,12.905071066948755,5.610770197429243
-1.4234802358913416,5.999391851056484,4.692608643618992
-2.216042575103048,4.6371195307967215,4.461084005299672
-3.1823594668937227,12.895841584642168,6.2606529711794145
-4.526777401686929,8.187552780866387,5.875623710253149
-2.3855183532311317,5.234160445546472,4.553632582160087
-3.619741136268424,3.403702588785575,5.960901255954369
-2.557810370243648,8.901191637677147,2.480902629340426
-3.4076027076435405,11.743986989722428,6.9435327757326135
-1.8421455271535554,12.19551225094413,4.167125201842534
-1.9900011272718943,10.113252646666794,4.138120633407395
-4.7486010960121385,11.297487327411345,5.888517975214862
-2.0073585903347007,9.763534742907677,5.491253540078098
-4.765030215890553,7.81956531340386,4.965327625199197
-2.3451811882567646,12.376970958259772,4.9842943124539
-1.6119458635812007,12.638655203528756,5.007079537487036
-4.510049151180986,5.200498570601001,4.691572733019013
-1.881015891838382,4.087563152310765,6.755527124130726
-1.3072703756831379,12.456478764084611,5.318759111260237
-3.562836134978207,10.87542527550864,2.3841304881514813
-3.1175246957130924,8.719605043711468,4.132715190716027
-2.224384624614699,12.724322120254925,5.196491176628601
-3.0014046705465796,9.180385284507498,5.79952783697979
-3.4337833087120244,4.378976966616678,5.58169424656468
-2.9202225385384097,9.120005510554499,6.3259568071083
-4.27059737978151,10.740213397522169,3.459333247663353
-1.0487338046193,8.424057222936124,5.185891247090742
-1.442048888722523,6.291172437403395,1.8546343568693882
-1.1374014062217115,12.342945756901171,6.117779974175365
-4.819642436122193,7.9583318149579005,7.664515020219968
-3.1090253449287513,7.690912421109736,5.874501567030728
-3.1935573113103306,8.871800043531497,6.058817328988655
-4.085926890590109,7.6291603376726105,4.255593132629948
-1.9662781617960858,7.448244397036811,2.110161024354366
-3.74918816976644,12.213002717623468,4.524770416183782
-1.4704570540949367,6.87885550685086,5.228363496430643
-3.909289477413048,11.374505313284308,4.27694086123328
-2.7412944399249444,5.290727743417741,3.2180374101387605
-3.256643883039165,10.338695758766795,7.006192528958323
-4.623558368646229,8.286389570767138,7.7655460996800905
-2.242740630046101,12.040515314789037,5.622008643829746
-4.085981994986652,11.623805256702305,4.871073070487399
-3.4989910705959653,4.084429770356907,5.633608516779648
-4.622260975076356,3.2540671181916365,1.9800408318740552
-3.4217125417223127,12.108814476133487,5.793071913615078
-3.799494985054921,4.256743543471959,6.562478195434714
-4.2028297788462865,4.482330001324023,5.7771087576865705
-3.766633434163882,12.730415969779628,3.5779566750245895
-2.267290159615375,9.67447803530533,4.845175650435635
-3.113915947698029,5.817175772010966,6.0335106811389165
-2.6026399496614188,5.413708868500917,5.189019391988598
-4.736572847828074,3.805241763982335,2.984814702837043
-4.860665737962327,8.585889761684417,8.584759824616462
-2.0862429069809596,6.943093954677365,8.015995525840957
-3.9957702884235866,12.518660252849347,5.61324080467585
-1.9662698442115225,12.212872974261717,4.432082916812417
-1.0545642765598306,8.770532600613729,5.404455082735798
-1.8756717829456742,10.381952288305046,7.183539893593117
-1.6358243987526309,7.050879838896364,4.746476988198602
-2.3726573439265555,4.831113971796708,7.686065766708941
-3.991235084745761,4.948204005722035,1.6067957856945734
-1.3994088431538647,5.8537716462695615,3.2081222134795055
-2.4057995078999395,10.452180813141686,3.1171315636318613
-3.7709310153552997,12.710395248926622,5.103679831646547
-3.3687288771155433,4.46436060700792,3.4207129102705522
-3.0814932041918697,12.6263561984941,6.09444438479638
-4.502734333287918,3.5889049855576776,1.7848720621079521
-2.2595877673058715,10.522100846993096,3.489688763210953
-1.0742679804615798,11.867023333532321,6.388130559150612
-2.8075297415525897,3.5854626400017904,5.732492756087307
-2.577867581026707,8.068823058533436,3.813969334912013
-1.5871013667108023,3.670130292622637,3.1015222681979906
-1.8268418011389378,3.630776446908592,2.7127642991009666
-1.112952413414778,6.961755964921774,4.47929032811053
-2.7784813899640137,10.944313204262698,3.5739525290473577
-4.742952678372175,3.0699361764863915,6.022324429779599
-1.733842192628952,9.808653749965615,5.207702008726974
-2.4175244341742537,10.174278019401507,6.7114516932177875
-3.203412727125897,5.32901503427472,6.374947156904175
-4.847780103515451,10.659005972544877,0.7250471165191597
-3.2415861229659555,7.113662160716424,5.863907681700729
-2.9153778127549455,6.704050617658589,2.896356097654502
-2.03830556330238,10.995797687906556,3.545191404595246
-4.306071530498303,7.4853475781224645,1.3245654423462172
-3.93897687958648,11.17384700255207,2.1600949996070815
-1.6468841155342915,4.764084749723742,3.799744826198098
-1.3076033092579031,10.641417779211919,5.326553292808031
-3.8547451867676745,7.665734711843412,3.862383249558926
-2.5408609334603387,11.027322900922824,4.061970885251343
-4.131663034888685,6.518894814516532,6.404206226171993
-4.837006156425733,12.845636970826357,4.0430284239006555
-1.9464570021757615,10.890081452358231,7.610366157640901
-1.256018943196512,5.652722682178133,5.987545177858843
-1.4390007976795323,7.5742884810729265,3.6053649474498357
-3.8258459326698673,12.593022765107644,4.9138148280096745
-4.984608379058249,8.283777355470676,6.325926078785316
-1.0312746413332943,7.830218724696578,7.1272178564891995
-2.501647501665817,6.743696349478215,3.0692500305978205
-3.965922743838691,11.447090483704088,4.992943314148883
-3.470680525596149,10.160445454341577,1.407239881729617
-4.678071704852776,6.5500567251751844,6.8840216651973405
-3.5116009990284476,12.142038100251803,3.8935429380343827
-1.1037388635203111,9.077863321256077,4.0897117590730225
-2.2542849425719695,11.931600773606455,3.7700524548193144
-4.582610942107858,7.949542213293256,8.342563264911306
-3.5350416169332983,12.183002840949772,2.85815017233151
-1.592587058353387,3.584343620134704,5.3678934046133655
-4.884164919476412,4.305113325825867,5.776162944437494
-2.3809272537642503,5.926312188024241,3.2888556846300343
-4.12293780314945,5.147191870850579,5.9565659409839125
-1.7787606105656564,8.429626952393516,0.6091623585713677
-1.747832478187484,10.69064360364942,5.575127562283645
-4.918656044555909,8.27242981763918,4.268363821775681
-2.4130130328969255,3.348458573788173,3.297832949305607
-1.1381016667870676,7.761530098387196,3.4076440931910987
-2.3121538331818026,11.005250058295188,4.776343287187523
-4.966641230218074,8.687781554575652,0.38731604487701965
-1.26918146533344,4.640343330382317,3.3718482276395005
-4.857894128214658,12.22921079710138,5.971001292195336
-1.5346984121541367,11.205689633608586,3.739525107062926
-3.2033936780646397,3.3220983723010686,6.204336669664984
-1.2592263633010718,3.549854593542368,3.0776507693068966
-3.389348061832325,3.3445592650919638,4.067944282292474
-4.535520873803149,9.923158847504343,3.7412924793620155
-1.3806773501231122,10.319960073166838,4.624420387498932
-4.833575008939604,12.657472179825987,8.223232416886326
-4.434097444289688,4.5024015350549735,6.661231883565678
-2.483664968894236,8.83360684293632,9.096477867498756
-3.663786138605332,8.892152339707689,3.089948076310044
-3.6595469775029588,9.769215575974439,2.667310763764145
-2.583012270535917,9.29122506054097,0.35841893460479746
-2.0178273212035673,6.963785177087814,1.3303320525857818
-4.315184912123407,7.334389142596008,6.319687113689971
-3.329592120213303,9.906086406773472,6.458352032723504
-2.0667852032884992,12.826234842054975,4.704819035600396
-1.9787004338438567,9.327373096850616,3.5085703348873025
-1.8129612618736566,12.800011227689339,4.45255741873214
-1.7065724694906539,3.127305997661229,4.374138172221607
-2.1236024405914433,12.986498792548437,3.3514552891659903
-2.5528743483185137,3.0016822410209083,7.045480285299018
-3.8838796555625543,7.1027800693852265,9.691486014457215
-3.493714711512866,11.894425246000663,4.54077075001909
-1.5782893477147653,6.430353615127975,6.512244074285097
-2.781240579872941,3.8200270347041174,3.9796423988723486
-4.61506807048014,5.3065776800943505,4.8500614006497145
-3.3889162025549795,11.285085020519023,-0.31361927854111116
-4.824536804387151,3.986574515747206,9.94223184535008
-4.33098563661623,12.599980073424453,5.63340311585619
-3.2577159570818828,9.290585346910326,5.778222875428509
-1.0186374128098445,9.30970731874315,4.6642179013005345
-4.090516198452672,7.122270147185516,7.411833634554677
-4.427586598139848,12.893281056083099,2.9743893209457912
-4.698231203979352,12.529707586360766,1.5202756530316037
-3.0141584307424747,12.060067955303413,3.529224490166286
-4.8705186237625755,12.136748572865084,7.411870631369776
-1.3406777644454175,4.4311021570737035,3.9537639757426515
-1.4869236894469031,5.0461422414100525,2.7013751660045133
-2.227516300101427,9.916581816180013,6.142206252930139
-4.686277841818724,7.9579879406340694,6.975187460608629
-1.366683695771695,3.539505957763702,7.059222974692876
-3.3398399848093683,3.1812819312031655,0.8520647065193234
-2.6497640438608476,7.636545277883295,5.840054470787217
-4.331623543987132,7.1909815330499445,4.247628934775592
-4.204725936368686,12.221552110851295,5.761735918287355
-3.6322987070431485,3.7215756945539886,3.2856683393000248
-4.530988714063442,10.293841835589408,3.2531042210042367
-2.6145714240643496,5.128698306452716,3.984476666662605
-2.120021263364201,4.540082033627623,2.9309045616252845
-2.2180671831783467,7.93579694759195,5.786263620109602
-4.469297826814597,5.4772338523558215,6.978348432018596
-3.0924651307547864,3.1437079045810186,6.6833095420615685
-2.6751264639977843,3.015595365091543,4.792618877285459
-3.2402421938860817,12.958993290863322,3.8123722739111248
-2.6439639987235526,12.220684203885538,3.595801052304401
-3.4776051401034134,6.0205580922716155,2.4459137982072012
-3.5813418698281994,11.428181701496287,4.16196335675707
-2.219945824278721,3.468890855906184,3.1207093310816214
-1.376130515316384,7.373038851244334,2.590249003020647
-2.5626138529293443,7.741407877032654,2.821907457368378
-2.062352601866587,12.561531291091972,3.5455574665210756
-1.0436016892578497,5.381105142194589,8.683017412041451
-2.174683067369116,4.946891979164748,3.0498484898858518
-4.2415758764182865,11.028882924910135,4.051263172611703
-4.039848068808881,10.142047285728598,8.264031350328072
-3.2975830921221405,12.354302122443292,1.6120495938122787
-2.2556396469681674,12.611973979172864,8.97268303302294
-1.0833619999202693,7.12836195035648,0.11569592761270187
-4.207896744804831,12.849481646240971,6.9561684248715805
-4.187344570939418,6.2877738364875775,8.684281776810865
-4.271276791957861,6.8591992827298585,4.827540356636043
-4.044392412640904,5.429810477672816,7.489364397057962
-1.5551318410649384,11.262486703460281,5.95010512473455
-3.1486887320997483,5.970818772375012,3.2331873885224667
-1.0184043722371805,3.2358467703449527,4.111423305613204
-4.902943952617736,8.7856910048964,3.6002551168240986
-1.2917726907032359,9.03076283659042,4.491797115575469
-1.0089827178540212,12.210401249638032,6.144763453377644
-4.7943588214420085,6.2255771136827525,4.834915201642231
-3.4344925541924174,6.094791434921762,5.314848611932029
-2.922118292056654,11.218025751132394,4.678511654818017
-1.7031896655090941,9.980494066948342,3.590159174823156
-1.100684785816866,3.798507795015193,1.5786418580311068
-3.4641063467372923,9.839001436463882,8.396036172172764
-1.5562427545543804,9.929950211208116,5.828643064722279
-4.530889869260506,6.149332639139871,4.2489805192665555
-1.3853392934434328,11.32531546786803,4.298619373968811
-2.1648702019298476,12.940601753706176,3.529650733847891
-1.9150115163982138,7.4696272265862715,4.279956381196008
-3.0292979285931274,4.408228729206417,3.6234744810254553
-4.302223930617993,10.429374103147577,2.598502307327568
-1.2749713729767005,12.010903327553784,1.9749431205016847
-2.9966997630733663,12.595995536650026,3.46362171829637
-1.9293171196799128,7.783587158928464,5.59167434902556
-2.800807973835435,11.735836415951187,2.569205472502845
-1.8215493668590708,4.216171536266842,4.899367310054648
-3.3949245927273646,3.6417526973921275,8.28505699803975
-1.6734942798599084,3.79719719332469,2.7552851776398923
-1.8334262367896015,12.022481900179887,2.522100605754284
-1.9288045766710846,10.21246094394867,4.761208784445692
-3.547366425107055,11.809074418647969,9.464807880329722
-2.2049222462785028,8.886391959173952,5.917037242685688
-2.5438308880174296,12.196815174528721,5.746679822720836
-2.3297864463992823,10.967165539593458,5.873112445571836
-3.4926876198802033,12.03952180473693,9.284621265138778
-4.828763899559005,5.633283064304036,4.227787820273166
-2.63398131187266,9.219292882302522,8.764776350600222
-3.0563621642920817,4.332305149150146,6.024951726382741
-4.026243695878958,12.805828237238298,4.510423645859764
-1.24514293712515,10.823891295265891,5.289833710712725
-1.8255587113896312,11.336018467954469,7.440297931222663
-2.3580231263067444,4.300605396972665,4.371464624827801
-3.7849977215420942,3.335315786052904,4.937888796747917
-2.0105410577310154,7.35930013461771,5.405252504995078
-4.1411049208066935,4.493632832071068,4.486628071429443
-3.731169317665348,5.875924835624561,3.0097918626168862
-4.156704619873256,12.316985028737019,0.7833797131317448
-2.5582398221650937,10.452715562140863,2.3774137106902105
-2.98172815005859,5.890676887040384,10.561259819404231
-4.977846916912256,8.594184540693094,4.18605099168946
-3.9303356016423603,9.325674841131372,9.742666465349433
-3.8749077995049808,5.358647555843717,2.4488173021634245
-4.072651512439319,8.779134776888988,5.3957911018753455
-4.932342809824202,3.3553291693489182,8.018095524982606
-4.532737136179427,4.257338268852677,5.867295432687541
-4.653588986521465,10.504791897754847,7.511440690893789
-4.903589398236562,3.3880260448289565,3.1723832685206537
-3.751296247043794,4.45811456184743,8.880894291929202
-3.4477512988693277,7.789006590700664,6.223830999635277
-1.144643031474787,6.572264245336671,8.042795407248386
-4.879157695680465,7.63050207287409,4.971986707045517
-1.7911223305808557,12.435408817851716,4.277512565871808
-2.335394660969466,9.721815402876492,4.989057317646637
-4.447363013512986,4.548352838983922,6.0299304854544635
-4.538107914502872,7.423419763940232,5.07993067234042
-3.544421322369958,9.289962501578861,0.38318566017997124
-1.590734569317327,9.271768020156143,5.847141668703492
-3.810255792256598,5.693305528910822,5.60884339339779
-4.144630038109519,8.932476570934977,6.132765503503323
-2.911017499171822,8.081685693311066,1.0479744820750954
-1.7024681570027136,12.627294781467214,4.8281691494588825
-1.6995388494809767,11.393592233260028,5.114202385453433
-2.3556535931240306,11.237729972013689,4.615869042405234
-4.1507512054220435,10.360845241200309,3.6418857011892003
-3.6419982619862328,3.081775794541965,6.742126206129949
-3.331541108681504,6.928930218692663,6.690698611623481
-1.3618601639404502,7.20221980997236,5.913332908503152
-3.8471646204454384,10.892660425346708,2.693352734787048
-3.0069751115313377,6.943755387841607,-0.8556717133437388
-2.0830879163997693,4.958310086274243,3.685507483713872
-1.607044744759027,3.423136525367387,2.7888156769624564
-3.0315662652691824,10.732774088536987,7.515844765191758
-3.5739800141615996,3.648189535057573,2.883754802082587
-2.4816721131681643,5.239683728626604,6.235684609673093
-1.589826804876342,9.383257559660755,0.7653203540433724
-4.094420140133574,9.139470261790303,1.5450907028629124
-1.0790764192044295,8.55864811120537,5.2165835083682115
-2.5508626484473873,12.447565069615507,0.4148070741994445
-3.2018997973693217,7.060916800321629,4.66379875454902
-2.3598266782219284,10.879328991436083,6.146071794513959
-4.033768277892573,3.7164087143318976,4.587525438497068
-4.738354997140618,5.0933497178011615,5.409997922183987
-2.3120685535264616,7.034966789445771,3.2208864119667364
-3.719665808159302,10.470989108489261,9.45537106111442
